Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
cluster_001_consensus	cds	792144	792584	+	FAFAHP_03355	iscR	DNA-binding IscR family transcriptional regulator	RefSeq:WP_223571183.1, SO:0001217, UniParc:UPI0003E07C5E, UniRef:UniRef100_A0A5P3KN02, UniRef:UniRef50_A0A6S7AL89, UniRef:UniRef90_A0A7W9AAD0
cluster_001_consensus	cds	792989	793888	+	FAFAHP_03360		Pyr-redox-2 domain-containing protein	RefSeq:WP_039513183.1, SO:0001217, UniParc:UPI0003E060F2, UniRef:UniRef100_W4SB59, UniRef:UniRef50_A0A157SAG6, UniRef:UniRef90_W4SB59
cluster_001_consensus	cds	793961	794506	-	FAFAHP_03365		Secreted protein	RefSeq:WP_039513186.1, SO:0001217, UniParc:UPI0003E072F5, UniRef:UniRef100_W4SD24, UniRef:UniRef50_A0A0E3YQN2, UniRef:UniRef90_A0A0E3YQN2
cluster_001_consensus	cds	794907	795137	+	FAFAHP_03370		Transmembrane protein	RefSeq:WP_241771607.1, SO:0001217, UniParc:UPI000A707CEB, UniRef:UniRef100_UPI000A707CEB, UniRef:UniRef50_F0CAR4, UniRef:UniRef90_A0A8E4GCR5
cluster_001_consensus	cds	795309	795863	-	FAFAHP_03375		Secreted protein	SO:0001217, UniRef:UniRef50_A0A7W9EBJ8, UniRef:UniRef90_A0A7W9EBJ8
cluster_001_consensus	cds	796070	797005	-	FAFAHP_03380		SAM-dependent methyltransferase	KEGG:K06983, SO:0001217, UniRef:UniRef50_A0A7W9V4A3, UniRef:UniRef90_W4SB55
cluster_001_consensus	cds	797226	798101	+	FAFAHP_03385	rhaT	Permease of the drug/metabolite transporter (DMT) superfamily	COG:COG0697, COG:GER, RefSeq:WP_039513189.1, SO:0001217, UniParc:UPI0003E08679, UniRef:UniRef100_W4SD19, UniRef:UniRef50_A6X5H4, UniRef:UniRef90_A0A0H2X593
cluster_001_consensus	cds	798223	799017	-	FAFAHP_03390		Cyclohexadienyl dehydratase	RefSeq:WP_054590711.1, SO:0001217, UniParc:UPI0006CACEAD, UniRef:UniRef100_A0A5P3KKF5, UniRef:UniRef50_A0A1W5DSH2, UniRef:UniRef90_A0A6V7B7A9
cluster_001_consensus	cds	799191	799406	+	FAFAHP_03395		GAGE domain-containing protein	RefSeq:WP_026064430.1, SO:0001217, UniParc:UPI0002DA8AD9, UniRef:UniRef100_A0A2N7V842, UniRef:UniRef50_A0A1Y6HEC6, UniRef:UniRef90_F0C0B6
cluster_001_consensus	cds	799469	800275	-	FAFAHP_03400		Expansin-YoaJ	SO:0001217, UniRef:UniRef50_O34918, UniRef:UniRef90_W4SB50
cluster_001_consensus	cds	800299	800646	-	FAFAHP_03405		Cellulase	SO:0001217, UniParc:UPI000E12B012, UniRef:UniRef100_W4SD14, UniRef:UniRef50_W4SD14, UniRef:UniRef90_W4SD14
cluster_001_consensus	cds	800773	802149	+	FAFAHP_03410	cycA	D-serine/D-alanine/glycine transporter	COG:COG1113, COG:E, RefSeq:WP_016902968.1, SO:0001217, UniParc:UPI00031A46BB, UniRef:UniRef100_A0A7U7DI74, UniRef:UniRef50_A0A842K177, UniRef:UniRef90_A0A0G8W8S9
cluster_001_consensus	cds	802299	803321	-	FAFAHP_03415		Type III effector protein	RefSeq:WP_047124597.1, SO:0001217, UniParc:UPI0003E067A1, UniRef:UniRef100_W4SBM1, UniRef:UniRef50_Q8PPT4, UniRef:UniRef90_W4SBM1
cluster_001_consensus	cds	803542	804492	+	FAFAHP_03420		Magnesium transporter	SO:0001217, UniParc:UPI0003E06566, UniRef:UniRef100_W4SBA7, UniRef:UniRef50_A0A0K2ZRP5, UniRef:UniRef90_W4SBA7
cluster_001_consensus	cds	804695	805390	-	FAFAHP_03425	aIM24	AIM24 protein, required for mitochondrial respiration	COG:C, COG:COG2013, RefSeq:WP_016902971.1, SO:0001217, UniParc:UPI000371CC1B, UniRef:UniRef100_A0A2N7V845, UniRef:UniRef50_Q3BXX3, UniRef:UniRef90_V7Z8A0
cluster_001_consensus	cds	805633	807165	+	FAFAHP_03430		Beta-ketoacyl-[acyl-carrier-protein] synthase I	RefSeq:WP_201741908.1, SO:0001217, UniParc:UPI000AEBAFC1, UniRef:UniRef100_W4SC77, UniRef:UniRef50_A0A1C3NJX4, UniRef:UniRef90_W4SC77
cluster_001_consensus	cds	807215	808888	-	FAFAHP_03435	treA	alpha,alpha-trehalase TreA	COG:COG1626, COG:G, EC:3.2.1.28, GO:0004555, GO:0005993, GO:0042597, GO:0071474, RefSeq:WP_039513195.1, SO:0001217, UniParc:UPI000460FACC, UniRef:UniRef100_A0A5P3KKR2, UniRef:UniRef50_Q9I165, UniRef:UniRef90_Q8PPT1
cluster_001_consensus	cds	809295	810065	-	FAFAHP_03440		DUF72 domain-containing protein	RefSeq:WP_039513198.1, SO:0001217, UniParc:UPI0003E076BA, UniRef:UniRef100_W4SBA2, UniRef:UniRef50_A0A0S2DGW0, UniRef:UniRef90_A0A0E3YRV3
cluster_001_consensus	cds	810173	810925	+	FAFAHP_03445	nei	Formamidopyrimidine-DNA glycosylase	COG:COG0266, COG:L, RefSeq:WP_016902977.1, SO:0001217, UniParc:UPI00035E5EA5, UniRef:UniRef100_A0A2N7V866, UniRef:UniRef50_A0A7Y6NMT6, UniRef:UniRef90_A0A8B5YW20
cluster_001_consensus	cds	811302	812219	+	FAFAHP_03450		Transmembrane protein	SO:0001217, UniRef:UniRef50_V7Z9Y4
cluster_001_consensus	cds	813041	813988	-	FAFAHP_03455		Histidine kinase-response regulator hybrid protein	RefSeq:WP_039510036.1, SO:0001217, UniParc:UPI0003E06468, UniRef:UniRef100_A0A5P3KK02, UniRef:UniRef50_A0A0A8DWR7, UniRef:UniRef90_A0A2N9DD41
cluster_001_consensus	cds	814305	817184	-	FAFAHP_03460		Insulinase family protein	RefSeq:WP_039510038.1, SO:0001217, UniParc:UPI0003E0636A, UniRef:UniRef100_A0A5P3KN46, UniRef:UniRef90_B0RNH6
cluster_001_consensus	cds	817633	820224	+	FAFAHP_03465		PAS domain S-box protein	SO:0001217, UniParc:UPI0004B12282, UniRef:UniRef100_A0A7U7DI92, UniRef:UniRef50_A0A6V7BWK0, UniRef:UniRef90_A0A6V7BWK0
cluster_001_consensus	cds	821055	821300	-	FAFAHP_03470		hypothetical protein	
cluster_001_consensus	cds	821346	823496	-	FAFAHP_03475		Chemotaxis protein	SO:0001217, UniParc:UPI0002EABD11, UniRef:UniRef100_A0A5P3KJJ3, UniRef:UniRef50_A0A2S0NX62, UniRef:UniRef90_A0A2N3RM28
cluster_001_consensus	cds	823786	825222	-	FAFAHP_03480		Endoglucanase	RefSeq:WP_043088402.1, SO:0001217, UniParc:UPI0003E063CC, UniRef:UniRef100_W4SBU0, UniRef:UniRef50_V7ZA09, UniRef:UniRef90_V7ZA09
cluster_001_consensus	cds	825434	826921	+	FAFAHP_03485	sulP	Sulfate permease or related transporter, MFS superfamily	COG:COG0659, COG:P, RefSeq:WP_043088403.1, SO:0001217, UniParc:UPI0004612554, UniRef:UniRef100_A0A5P3KM25, UniRef:UniRef50_J7T036, UniRef:UniRef90_A0A6V7B6F6
cluster_001_consensus	cds	827150	828130	+	FAFAHP_03490		GGDEF domain-containing protein	RefSeq:WP_043088404.1, SO:0001217, UniParc:UPI0003E06F14, UniRef:UniRef100_W4SA69, UniRef:UniRef50_A0A1V9HFB4, UniRef:UniRef90_A0A2S7ACC4
cluster_001_consensus	cds	828286	829905	+	FAFAHP_03495	iap	Zn-dependent amino- or carboxypeptidase, M28 family	COG:COG2234, COG:OE, SO:0001217, UniRef:UniRef50_A0A6V7B953, UniRef:UniRef90_A0A6V7C6B5
cluster_001_consensus	cds	830831	832768	+	FAFAHP_03500	mdoH	glucans biosynthesis glucosyltransferase MdoH	COG:COG2943, COG:MG, EC:2.4.1.-, GO:0005886, GO:0009250, GO:0016758, RefSeq:WP_039514153.1, SO:0001217, UniParc:UPI0003E06B0D, UniRef:UniRef100_A0A5P3KKF7, UniRef:UniRef50_Q8PPR7, UniRef:UniRef90_Q8PPR7
cluster_001_consensus	cds	832945	833610	+	FAFAHP_03505		Acyl-protein thioesterase 1	RefSeq:WP_039514144.1, SO:0001217, UniParc:UPI00031CAA58, UniRef:UniRef100_A0A822JTI8, UniRef:UniRef50_M5D3N0, UniRef:UniRef90_A0A7Z7J4U9
cluster_001_consensus	cds	833715	834671	+	FAFAHP_03510		Sensor histidine kinase	SO:0001217, UniRef:UniRef50_A0A0S2DMR4
cluster_001_consensus	cds	834704	835435	+	FAFAHP_03515		Positive alginate biosynthesis regulatory protein	RefSeq:WP_016903806.1, SO:0001217, UniParc:UPI00035CAE41, UniRef:UniRef100_A0A5P3KJI8, UniRef:UniRef50_M5CRT2, UniRef:UniRef90_A0A6V7FDD0
cluster_001_consensus	cds	835548	836462	+	FAFAHP_03520	hemC	hydroxymethylbilane synthase	COG:COG0181, COG:H, EC:2.5.1.61, GO:0004418, GO:0006782, GO:0018160, RefSeq:WP_039514150.1, SO:0001217, UniParc:UPI0003AB2099, UniRef:UniRef100_A0A2N7V858, UniRef:UniRef50_B2FI06, UniRef:UniRef90_Q8PPR3
cluster_001_consensus	cds	836802	837602	-	FAFAHP_03525	ydiY	Putative salt-induced outer membrane protein YdiY	COG:COG3137, COG:M, RefSeq:WP_016903804.1, SO:0001217, UniParc:UPI0003803147, UniRef:UniRef100_W4SCH3, UniRef:UniRef50_B4SJT7, UniRef:UniRef90_A0A2S7ABH8
cluster_001_consensus	cds	837899	838864	+	FAFAHP_03530	yobV	putative DNA-binding transcriptional regulator YobV, contains HTH and WYL domains	COG:COG2378, COG:K, RefSeq:WP_024940221.1, SO:0001217, UniParc:UPI0003AA7B22, UniRef:UniRef100_A0A0E3YRZ8, UniRef:UniRef50_A0A4V2UW64, UniRef:UniRef90_Q3BXV1
cluster_001_consensus	cds	839144	839713	-	FAFAHP_03535	blc	Bacterial lipocalin Blc	COG:COG3040, COG:M, RefSeq:WP_016903639.1, SO:0001217, UniParc:UPI0002E0344B, UniRef:UniRef100_A0A0E3UG97, UniRef:UniRef50_A0A0E3UG97, UniRef:UniRef90_A0A1Y6HBG2
cluster_001_consensus	cds	840001	840312	+	FAFAHP_03540		Transmembrane protein	RefSeq:WP_024940223.1, SO:0001217, UniParc:UPI0002DF7509, UniRef:UniRef100_A0A0E3UGI5, UniRef:UniRef50_V7Z8A4, UniRef:UniRef90_A0A7W9JU38
cluster_001_consensus	cds	840380	842473	+	FAFAHP_03545		S9 family peptidase	RefSeq:WP_039511288.1, SO:0001217, UniParc:UPI0003E05FF5, UniRef:UniRef100_A0A5P3KM16, UniRef:UniRef90_B0RNJ4
cluster_001_consensus	cds	842755	843939	-	FAFAHP_03550	aspB	pyridoxal phosphate-dependent aminotransferase	COG:COG0436, COG:E, RefSeq:WP_039511290.1, SO:0001217, UniParc:UPI00039FFFA1, UniRef:UniRef100_A0A8E4EXZ9, UniRef:UniRef50_A0A5S9N6K2, UniRef:UniRef90_Q3BXU6
cluster_001_consensus	cds	844049	846190	+	FAFAHP_03555	ptrB	Protease II	COG:COG1770, COG:E, RefSeq:WP_039511292.1, SO:0001217, UniParc:UPI0003E082BC, UniRef:UniRef100_W4SFG1, UniRef:UniRef50_O07834, UniRef:UniRef90_A0A2H1SS70
cluster_001_consensus	cds	846353	846751	+	FAFAHP_03560	ybaN	DUF454 domain-containing protein	COG:COG2832, COG:S, RefSeq:WP_026064608.1, SO:0001217, UniParc:UPI0003116BC9, UniRef:UniRef100_A0A2N7V808, UniRef:UniRef50_A0A6V7FCW1, UniRef:UniRef90_A0A6V7FCW1
cluster_001_consensus	cds	846790	847044	+	FAFAHP_03565		Sugar transporter	RefSeq:WP_016903632.1, SO:0001217, UniParc:UPI0002EDC314, UniRef:UniRef100_A0A0E3YR33, UniRef:UniRef50_A0A0R0A8Z5, UniRef:UniRef90_A0A0E3YR33
cluster_001_consensus	cds	847034	847885	+	FAFAHP_03570	dapF	diaminopimelate epimerase	EC:5.1.1.7, GO:0005829, GO:0008837, GO:0009089, RefSeq:WP_039511294.1, SO:0001217, UniParc:UPI0003E0656A, UniRef:UniRef100_W4SE47, UniRef:UniRef50_D2Z026, UniRef:UniRef90_Q4UYY2
cluster_001_consensus	cds	847885	848556	+	FAFAHP_03575	yigA	DUF484 domain-containing protein	COG:COG3159, COG:S, RefSeq:WP_039511295.1, SO:0001217, UniParc:UPI0003E06385, UniRef:UniRef100_A0A5P3KJY4, UniRef:UniRef50_Z9JGT8, UniRef:UniRef90_A0A1C3NJY2
cluster_001_consensus	cds	848635	849522	+	FAFAHP_03580	xerC	tyrosine recombinase XerC	RefSeq:WP_039511296.1, SO:0001217, UniParc:UPI0003E06055, UniRef:UniRef100_W4SFG5, UniRef:UniRef50_Q4UYY0, UniRef:UniRef90_A0A0E3UG93
cluster_001_consensus	cds	849963	850514	+	FAFAHP_03585	hslV	ATP-dependent protease subunit HslV	COG:COG5405, COG:O, EC:3.4.25.2, GO:0004298, GO:0005839, GO:0009376, GO:0046872, GO:0051603, RefSeq:WP_005997221.1, SO:0001217, UniParc:UPI00005CE70D, UniRef:UniRef100_Q3BXU0, UniRef:UniRef50_B4SJN0, UniRef:UniRef90_B4SJN0
cluster_001_consensus	cds	850648	851991	+	FAFAHP_03590	hslU	ATP-dependent protease ATPase subunit HslU	COG:COG1220, COG:O, GO:0005524, GO:0008233, GO:0009376, GO:0016887, GO:0036402, GO:0043335, SO:0001217, UniParc:UPI00030A72D8, UniRef:UniRef100_A0A7U7HP68, UniRef:UniRef50_Q8PPP7, UniRef:UniRef90_Q8PPP7
cluster_001_consensus	cds	852571	853026	-	FAFAHP_03595	tadA	tRNA(Arg) A34 adenosine deaminase TadA	COG:COG0590, COG:J, RefSeq:WP_016903626.1, SO:0001217, UniParc:UPI00031AAAFB, UniRef:UniRef100_A0A2S7BQN0, UniRef:UniRef50_A0A0D0SC86, UniRef:UniRef90_A0A0U5BNL1
cluster_001_consensus	cds	853023	853523	-	FAFAHP_03600		N-acetyltransferase domain-containing protein	RefSeq:WP_039509630.1, SO:0001217, UniParc:UPI0003E07A1D, UniRef:UniRef100_W4SIL2, UniRef:UniRef50_B0RNL0, UniRef:UniRef90_W4SIL2
cluster_001_consensus	cds	853550	854638	-	FAFAHP_03605	emrA	Colistin resistance protein EmrA	RefSeq:WP_026064607.1, SO:0001217, UniParc:UPI00030EA85F, UniRef:UniRef100_A0A2N7V868, UniRef:UniRef50_W9B7I2, UniRef:UniRef90_A0A6V7BYR5
cluster_001_consensus	cds	854635	856284	-	FAFAHP_03610		MFS domain-containing protein	RefSeq:WP_016903623.1, SO:0001217, UniParc:UPI0002F796D0, UniRef:UniRef100_A0A2N7V7Z8, UniRef:UniRef50_F0CBG6, UniRef:UniRef90_F0CBG6
cluster_001_consensus	cds	856372	857133	+	FAFAHP_03615	ubiE	bifunctional demethylmenaquinone methyltransferase/2-methoxy-6-polyprenyl-1,4-benzoquinol methylase UbiE	COG:COG2226, COG:H, EC:2.1.1.163, EC:2.1.1.201, GO:0006744, GO:0009060, GO:0009234, GO:0032259, GO:0043333, GO:0043770, GO:0102027, GO:0102094, GO:0102955, RefSeq:WP_039509625.1, SO:0001217, UniParc:UPI0003E06324, UniRef:UniRef100_W4SHJ2, UniRef:UniRef50_Q8P558, UniRef:UniRef90_Q8P558
cluster_001_consensus	cds	857350	858240	+	FAFAHP_03620	gGDEF	GGDEF domain, diguanylate cyclase (c-di-GMP synthetase) or its enzymatically inactive variants	COG:COG2199, COG:T, RefSeq:WP_024940237.1, SO:0001217, UniParc:UPI00039DF33C, UniRef:UniRef100_A0A5P3KJH0, UniRef:UniRef50_A0A8D6XVX8, UniRef:UniRef90_A0A8D6XVX8
cluster_001_consensus	cds	858478	860433	+	FAFAHP_03625	pepN	DUF3458 domain-containing protein	COG:COG0308, COG:E, EC:3.3.2.6, KEGG:K01254, RefSeq:WP_181098466.1, SO:0001217, UniParc:UPI0015E2DCB9, UniRef:UniRef100_W4SIL5, UniRef:UniRef50_E6WPV3, UniRef:UniRef90_A0A2N3RL42
cluster_001_consensus	cds	860666	861382	+	FAFAHP_03630		Lipoprotein	RefSeq:WP_043087624.1, SO:0001217, UniParc:UPI0003E08302, UniRef:UniRef100_W4SJ47, UniRef:UniRef50_A0A2M9E4G2, UniRef:UniRef90_A0A856CMQ8
cluster_001_consensus	cds	861525	862148	+	FAFAHP_03635		HAD family hydrolase	RefSeq:WP_039513066.1, SO:0001217, UniParc:UPI0003E070DF, UniRef:UniRef100_W4SHC8, UniRef:UniRef50_A0A109LKJ0, UniRef:UniRef90_W4SHC8
cluster_001_consensus	cds	862777	864795	+	FAFAHP_03640	gcd	Glucose dehydrogenase, PQQ-dependent	COG:COG4993, COG:G, EC:1.1.2.10, KEGG:K23995, SO:0001217, UniRef:UniRef50_A0A679JTJ3, UniRef:UniRef90_Q3BXS4
cluster_001_consensus	cds	864792	866552	+	FAFAHP_03645		PBPb domain-containing protein	RefSeq:WP_043087623.1, SO:0001217, UniParc:UPI000461A616, UniRef:UniRef100_W4SIL8, UniRef:UniRef50_W4SIL8, UniRef:UniRef90_W4SIL8
cluster_001_consensus	cds	866614	867234	+	FAFAHP_03650		Cytochrome c domain-containing protein	SO:0001217, UniParc:UPI0009C13DD3, UniRef:UniRef100_A0A5P3KJG6, UniRef:UniRef50_A0A1C3TKD6, UniRef:UniRef90_A0A0Q5H8Y3
cluster_001_consensus	cds	867231	868307	+	FAFAHP_03655		Surface antigen protein	RefSeq:WP_069686646.1, SO:0001217, UniParc:UPI00084E8909, UniRef:UniRef100_A0A5P3KJM6, UniRef:UniRef50_A0A3G2W8S0, UniRef:UniRef90_A0A2S7ABB0
cluster_001_consensus	cds	868343	869449	+	FAFAHP_03660	frmA	S-(hydroxymethyl)glutathione dehydrogenase/class III alcohol dehydrogenase	COG:C, COG:COG1062, RefSeq:WP_039510605.1, SO:0001217, UniParc:UPI0003E06871, UniRef:UniRef100_W4SD63, UniRef:UniRef50_P06757, UniRef:UniRef90_A0A7Z7J5R6
cluster_001_consensus	cds	869461	871845	+	FAFAHP_03665	cirA	Outer membrane receptor protein, Fe transport	COG:COG1629, COG:P, RefSeq:WP_039510608.1, SO:0001217, UniParc:UPI0003E05F74, UniRef:UniRef100_W4SDI6, UniRef:UniRef50_V7Z9I1, UniRef:UniRef90_V7Z9I1
cluster_001_consensus	cds	872445	874418	-	FAFAHP_03670		Transcriptional regulator	RefSeq:WP_039514907.1, SO:0001217, UniParc:UPI00039E25DE, UniRef:UniRef100_A0A7U7DI28, UniRef:UniRef50_A0A160N3Z5, UniRef:UniRef90_V7Z8F7
cluster_001_consensus	cds	874668	875600	-	FAFAHP_03675	rbsK	Sugar or nucleoside kinase, ribokinase family	COG:COG0524, COG:G, RefSeq:WP_039514910.1, SO:0001217, UniParc:UPI0003E06030, UniRef:UniRef100_W4SER2, UniRef:UniRef50_A0A091AU37, UniRef:UniRef90_A0A0A6TJW8
cluster_001_consensus	cds	875877	876923	+	FAFAHP_03680	mreB	Cell shape-determining ATPase MreB, actin-like superfamily	COG:COG1077, COG:DZ, SO:0001217, UniRef:UniRef50_P44474, UniRef:UniRef90_A0A0A0F0Y4
cluster_001_consensus	ncRNA	877084	877159	+	FAFAHP_03685	sX9	Xanthomonas sRNA sX9	RFAM:RF02228, SO:0000655
cluster_001_consensus	cds	877240	878337	+	FAFAHP_03690	mreC	rod shape-determining protein MreC	KEGG:K03570, RefSeq:WP_039811207.1, SO:0001217, UniParc:UPI0003A8DF62, UniRef:UniRef100_A0A7U7DI31, UniRef:UniRef50_A0A4Q6GSZ1, UniRef:UniRef90_A0A7U7DI31
cluster_001_consensus	cds	878334	878819	+	FAFAHP_03695	mreD	rod shape-determining protein MreD	COG:COG2891, COG:M, RefSeq:WP_039514914.1, SO:0001217, UniParc:UPI0003A1BEA0, UniRef:UniRef100_A0A383T1B4, UniRef:UniRef50_A0A0S2F655, UniRef:UniRef90_Q5GVQ0
cluster_001_consensus	cds	878823	880829	+	FAFAHP_03700	mrdA	penicillin-binding protein 2	COG:COG0768, COG:DM, RefSeq:WP_051634020.1, SO:0001217, UniParc:UPI0003E08178, UniRef:UniRef100_W4SER5, UniRef:UniRef50_B4SJ25, UniRef:UniRef90_A0A0A6W8M1
cluster_001_consensus	cds	880826	881944	+	FAFAHP_03705	rodA	rod shape-determining protein RodA	COG:COG0772, COG:D, RefSeq:WP_039514917.1, SO:0001217, UniParc:UPI0003E081E0, UniRef:UniRef100_W4SEZ1, UniRef:UniRef50_A0A1D8Y8M4, UniRef:UniRef90_A0A1Y6HH59
cluster_001_consensus	cds	882276	883676	+	FAFAHP_03710		Endopolygalacturonase	RefSeq:WP_039514919.1, SO:0001217, UniParc:UPI0003E0669F, UniRef:UniRef100_W4SFY9, UniRef:UniRef50_A0A1C3TJT9, UniRef:UniRef90_W4SFY9
cluster_001_consensus	cds	884145	885284	+	FAFAHP_03715	mltB	lytic murein transglycosylase B	COG:COG2951, COG:M, EC:4.2.2.-, KEGG:K08305, RefSeq:WP_043087718.1, SO:0001217, UniParc:UPI0003E05F79, UniRef:UniRef100_A0A5P3KLY9, UniRef:UniRef50_A0A1Y6HEE3, UniRef:UniRef90_A0A1Y6HEE3
cluster_001_consensus	cds	885281	886696	+	FAFAHP_03720	rlpA	Endolytic peptidoglycan transglycosylase RlpA	RefSeq:WP_043087716.1, SO:0001217, UniParc:UPI000460ACC1, UniRef:UniRef100_A0A5P3KKB9, UniRef:UniRef50_A0A0Q9F3K0, UniRef:UniRef90_A0A0E3YQS7
cluster_001_consensus	cds	886956	888161	+	FAFAHP_03725	dacC	D-alanyl-D-alanine carboxypeptidase	COG:COG1686, COG:M, RefSeq:WP_039514937.1, SO:0001217, UniParc:UPI0003E06249, UniRef:UniRef100_W4SLD4, UniRef:UniRef50_B2FUT2, UniRef:UniRef90_V7Z9P0
cluster_001_consensus	cds	888411	889472	-	FAFAHP_03730		DUF2219 domain-containing protein	COG:COG3528, COG:S, EC:3.1.1.-, KEGG:K09953, RefSeq:WP_039514940.1, SO:0001217, UniParc:UPI0003E061B7, UniRef:UniRef100_W4SLI9, UniRef:UniRef50_A0A0Q9EJX3, UniRef:UniRef90_A0A1Y6GZQ2
cluster_001_consensus	cds	889749	890027	+	FAFAHP_03735	ybeD	UPF0250 protein XCC3453	COG:COG2921, COG:T, RefSeq:WP_039514943.1, SO:0001217, UniParc:UPI0003A12792, UniRef:UniRef100_W4SLZ6, UniRef:UniRef50_Q8P588, UniRef:UniRef90_Q8P588
cluster_001_consensus	cds	890015	890713	+	FAFAHP_03740	lipB	lipoyl(octanoyl) transferase LipB	COG:COG0321, COG:H, EC:2.3.1.181, GO:0005737, GO:0009249, GO:0033819, RefSeq:WP_016900828.1, SO:0001217, UniParc:UPI0002DDFABE, UniRef:UniRef100_W4SMJ1, UniRef:UniRef50_Q9KTF8, UniRef:UniRef90_Q8PPL9
cluster_001_consensus	cds	890729	891742	+	FAFAHP_03745	lipA	lipoyl synthase	COG:COG0320, COG:H, EC:2.8.1.8, GO:0005737, GO:0009249, GO:0016992, GO:0046872, GO:0051539, RefSeq:WP_024939683.1, SO:0001217, UniParc:UPI0003A48497, UniRef:UniRef100_A0A0E3YRX6, UniRef:UniRef50_Q9PDW0, UniRef:UniRef90_Q3BXQ3
cluster_001_consensus	cds	892099	894282	+	FAFAHP_03750	ctpA	C-terminal processing protease CtpA/Prc, contains a PDZ domain	COG:COG0793, COG:O, SO:0001217, UniParc:UPI0003E076F1, UniRef:UniRef100_A0A5P3KK92, UniRef:UniRef50_D2UCJ7, UniRef:UniRef90_B0RNQ0
cluster_001_consensus	cds	894467	895210	-	FAFAHP_03755		putative membrane transporter protein	RefSeq:WP_039514947.1, SO:0001217, UniParc:UPI0003E0771F, UniRef:UniRef100_W4SLJ4, UniRef:UniRef50_A0A0U5BPF1, UniRef:UniRef90_A0A0E3YQS1
cluster_001_consensus	cds	895387	896271	+	FAFAHP_03760		HTH lysR-type domain-containing protein	RefSeq:WP_039514955.1, SO:0001217, UniParc:UPI0003E075FB, UniRef:UniRef100_W4SM03, UniRef:UniRef50_W4SM03, UniRef:UniRef90_W4SM03
cluster_001_consensus	cds	896326	897192	-	FAFAHP_03765		Endo/exonuclease/phosphatase domain-containing protein	RefSeq:WP_039514957.1, SO:0001217, UniParc:UPI0003E05EF1, UniRef:UniRef100_W4SMJ7, UniRef:UniRef50_V7Z8H8, UniRef:UniRef90_W4SMJ7
cluster_001_consensus	cds	897357	898412	+	FAFAHP_03770	nadR	bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase	COG:COG1056, COG:H, EC:2.7.7.1, EC:3.6.1.-, KEGG:K13522, RefSeq:WP_039514960.1, SO:0001217, UniParc:UPI0003E06201, UniRef:UniRef100_W4SN53, UniRef:UniRef50_A0A0G3X0T1, UniRef:UniRef90_B0RNQ4
cluster_001_consensus	cds	898538	899941	+	FAFAHP_03775	pncB	nicotinate phosphoribosyltransferase	COG:COG1488, COG:H, RefSeq:WP_039514962.1, SO:0001217, UniParc:UPI0003E08140, UniRef:UniRef100_W4SLE8, UniRef:UniRef50_A0A0U5FA46, UniRef:UniRef90_A0A0U5FA46
cluster_001_consensus	cds	899964	901064	+	FAFAHP_03780		Radical SAM protein	RefSeq:WP_043087713.1, SO:0001217, UniParc:UPI0003E083CC, UniRef:UniRef100_W4SLK0, UniRef:UniRef50_G0CFX4, UniRef:UniRef90_A0A0E3YRX3
cluster_001_consensus	cds	901057	902121	+	FAFAHP_03785		Methyltransferase	RefSeq:WP_039514984.1, SO:0001217, UniParc:UPI000461D477, UniRef:UniRef100_W4SM08, UniRef:UniRef50_W4SM08, UniRef:UniRef90_W4SM08
cluster_001_consensus	cds	902195	902986	+	FAFAHP_03790		Methyltransferase	RefSeq:WP_039514985.1, SO:0001217, UniParc:UPI000461E240, UniRef:UniRef100_W4SM08, UniRef:UniRef50_W4SM08, UniRef:UniRef90_W4SM08
cluster_001_consensus	cds	903107	903487	+	FAFAHP_03795		Rick-17kDa-Anti domain-containing protein	RefSeq:WP_026063982.1, SO:0001217, UniParc:UPI0002DB5AAA, UniRef:UniRef100_A0A2N7V810, UniRef:UniRef50_A0A023Y5B9, UniRef:UniRef90_A0A2S7BBB9
cluster_001_consensus	cds	903584	904993	+	FAFAHP_03800		PBPb domain-containing protein	RefSeq:WP_223571246.1, SO:0001217, UniParc:UPI000AD4DC8F, UniRef:UniRef100_UPI000AD4DC8F, UniRef:UniRef50_A0A7H1ANK8, UniRef:UniRef90_A0A0E3YQR6
cluster_001_consensus	cds	905014	905955	+	FAFAHP_03805	gnd	decarboxylating 6-phosphogluconate dehydrogenase	COG:COG1023, COG:G, RefSeq:WP_039514966.1, SO:0001217, UniParc:UPI0003AAA76D, UniRef:UniRef100_W4SLL3, UniRef:UniRef50_A0A0B7ITN7, UniRef:UniRef90_A0A0U5F886
cluster_001_consensus	cds	906164	907231	-	FAFAHP_03810		Oxidoreductase	RefSeq:WP_039514968.1, SO:0001217, UniParc:UPI0003A776B0, UniRef:UniRef100_W4SM21, UniRef:UniRef50_P77376, UniRef:UniRef90_W4SM21
cluster_001_consensus	cds	907268	907756	+	FAFAHP_03815		Periplasmic or secreted lipoprotein	KEGG:K04065, SO:0001217, UniParc:UPI0003E07F30, UniRef:UniRef100_W4SML3, UniRef:UniRef50_A0A0Q5H8K7, UniRef:UniRef90_W4SML3
